gene1	gene2	type1	type2	interaction	bin	covfilter
CLU	human-4V6X-28S	coding	rrna	inter	1500__2200	14
GNL1	human-4V6X-28S	coding	rrna	inter	2200__3000	5
CLU	human-4V6X-28S	coding	rrna	inter	900__2000	5
ATG9A	human-4V6X-28S	coding	rrna	inter	1200__2200	6
ATIC	human-4V6X-28S	coding	rrna	inter	100__800	9
ATIC	human-4V6X-28S	coding	rrna	inter	100__3200	5
ATN1	human-4V6X-28S	coding	rrna	inter	4100__3100	5
ATN1	human-4V6X-28S	coding	rrna	inter	4100__2100	6
ATOX1	human-4V6X-28S	coding	rrna	inter	0__2100	10
ATP13A2	human-4V6X-28S	coding	rrna	inter	3600__3500	5
ATP13A2	human-4V6X-28S	coding	rrna	inter	3700__3200	12
ATP1A1	human-4V6X-28S	coding	rrna	inter	3600__900	6
PABPC1	human-4V6X-28S	coding	rrna	inter	200__2800	9
ATP1A1	human-4V6X-28S	coding	rrna	inter	3600__3000	14
GOLPH3	human-4V6X-28S	coding	rrna	inter	1800__1900	4
SUV39H1	human-4V6X-28S	coding	rrna	inter	2800__1200	6
ATP1B3	human-4V6X-28S	coding	rrna	inter	100__3100	5
ATP1B3	human-4V6X-28S	coding	rrna	inter	100__2100	10
GOLPH3	human-4V6X-28S	coding	rrna	inter	0__800	5
ATP2A2	human-4V6X-28S	coding	rrna	inter	4200__2100	8
GPAA1	human-4V6X-28S	coding	rrna	inter	1000__2100	6
GPAT4	human-4V6X-28S	coding	rrna	inter	2300__2100	5
ATP5A1	human-4V6X-28S	coding	rrna	inter	1400__1200	35
PACS1	human-4V6X-28S	coding	rrna	inter	4200__2900	20
ATP5B	human-4V6X-28S	coding	rrna	inter	1700__1600	19
GPC1	human-4V6X-28S	coding	rrna	inter	1800__2900	12
GPC1	human-4V6X-28S	coding	rrna	inter	1800__2800	6
ATP5B	human-4V6X-28S	coding	rrna	inter	1700__3700	14
GPI	human-4V6X-28S	coding	rrna	inter	2000__2700	4
GPI	human-4V6X-28S	coding	rrna	inter	700__2300	15
ATP5B	human-4V6X-28S	coding	rrna	inter	1200__4300	30
ATP5B	human-4V6X-28S	coding	rrna	inter	1700__3900	9
GPI	human-4V6X-28S	coding	rrna	inter	2000__1400	15
ATP5B	human-4V6X-28S	coding	rrna	inter	1200__400	7
ATP5B	human-4V6X-28S	coding	rrna	inter	1200__2900	8
PAIP1	human-4V6X-28S	coding	rrna	inter	200__2200	6
TAF15	human-4V6X-28S	coding	rrna	inter	1700__2200	7
PAK4	human-4V6X-28S	coding	rrna	inter	3000__2900	10
ATP5B	human-4V6X-28S	coding	rrna	inter	1200__1500	6
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	1800__4500	11
ATP5D	human-4V6X-28S	coding	rrna	inter	100__800	80
ATP5D	human-4V6X-28S	coding	rrna	inter	200__3100	5
ATP5D	human-4V6X-28S	coding	rrna	inter	900__2900	32
ATP5D	human-4V6X-28S	coding	rrna	inter	100__3100	16
ATP5D	human-4V6X-28S	coding	rrna	inter	0__2100	10
TAGLN2	human-4V6X-28S	coding	rrna	inter	900__2900	12
ATP5D	human-4V6X-28S	coding	rrna	inter	500__4700	9
ATP5D	human-4V6X-28S	coding	rrna	inter	900__2100	7
ATP5D	human-4V6X-28S	coding	rrna	inter	200__800	26
ATP5D	human-4V6X-28S	coding	rrna	inter	100__2100	32
ATP5E	human-4V6X-28S	coding	rrna	inter	0__2000	11
ATP5F1	human-4V6X-28S	coding	rrna	inter	400__2100	4
ATP5F1	human-4V6X-28S	coding	rrna	inter	400__3200	7
GPX4	human-4V6X-28S	coding	rrna	inter	800__2800	34
GPX4	human-4V6X-28S	coding	rrna	inter	800__700	28
ATP5G2	human-4V6X-28S	coding	rrna	inter	900__0	17
ATP5G2	human-4V6X-28S	coding	rrna	inter	700__3900	25
GPX4	human-4V6X-28S	coding	rrna	inter	500__3600	25
PARK7	human-4V6X-28S	coding	rrna	inter	600__200	7
ATP5G3	human-4V6X-28S	coding	rrna	inter	0__3400	12
TAGLN2	human-4V6X-28S	coding	rrna	inter	900__2000	4
ATP5G3	human-4V6X-28S	coding	rrna	inter	0__800	16
ATP5G3	human-4V6X-28S	coding	rrna	inter	0__2100	21
GRAMD1A	human-4V6X-28S	coding	rrna	inter	2200__2900	7
ATP5G3	human-4V6X-28S	coding	rrna	inter	0__3500	13
ATP5G3	human-4V6X-28S	coding	rrna	inter	300__1400	4
COL5A1	human-4V6X-28S	coding	rrna	inter	6200__3000	4
GRK6	human-4V6X-28S	coding	rrna	inter	2500__2900	6
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	3900__4000	1110
GRN	human-4V6X-28S	coding	rrna	inter	2100__4100	5
ATP6V0B	human-4V6X-28S	coding	rrna	inter	300__2100	15
ATP6V0C	human-4V6X-28S	coding	rrna	inter	200__2100	5
ATP6V0C	human-4V6X-28S	coding	rrna	inter	1100__700	4
ATP6V0C	human-4V6X-28S	coding	rrna	inter	1100__2300	5
ATP6V0C	human-4V6X-28S	coding	rrna	inter	100__2900	11
ATP6V0C	human-4V6X-28S	coding	rrna	inter	800__2900	5
ATP6V0C	human-4V6X-28S	coding	rrna	inter	100__800	21
ATP6V0C	human-4V6X-28S	coding	rrna	inter	100__4100	5
ATP6V0C	human-4V6X-28S	coding	rrna	inter	500__3500	6
ATP6V0C	human-4V6X-28S	coding	rrna	inter	900__2900	11
ATP6V0C	human-4V6X-28S	coding	rrna	inter	100__3300	13
ATP6V0C	human-4V6X-28S	coding	rrna	inter	800__2100	35
ATP6V0C	human-4V6X-28S	coding	rrna	inter	100__1400	5
ATP6V0C	human-4V6X-28S	coding	rrna	inter	800__3100	8
ATP6V0C	human-4V6X-28S	coding	rrna	inter	100__2100	48
ATP6V0D1	human-4V6X-28S	coding	rrna	inter	800__2300	9
COPZ1	human-4V6X-28S	coding	rrna	inter	1100__2200	17
ATP6V1B2	human-4V6X-28S	coding	rrna	inter	2600__3000	6
ATP6V1E1	human-4V6X-28S	coding	rrna	inter	1100__2200	4
GTF3A	human-4V6X-28S	coding	rrna	inter	200__4800	9
GTF3A	human-4V6X-28S	coding	rrna	inter	300__4800	7
GTF3A	human-4V6X-28S	coding	rrna	inter	200__2700	8
GTF3A	human-4V6X-28S	coding	rrna	inter	200__2900	8
ATPIF1	human-4V6X-28S	coding	rrna	inter	100__1700	6
ATPIF1	human-4V6X-28S	coding	rrna	inter	100__2200	5
ATPIF1	human-4V6X-28S	coding	rrna	inter	100__3000	6
CORO1B	human-4V6X-28S	coding	rrna	inter	1800__2800	6
CORO1B	human-4V6X-28S	coding	rrna	inter	1800__2900	5
GTSE1	human-4V6X-28S	coding	rrna	inter	2900__2100	5
ATXN2L	human-4V6X-28S	coding	rrna	inter	4200__100	5
ATXN2L	human-4V6X-28S	coding	rrna	inter	900__900	5
PCOLCE	human-4V6X-28S	coding	rrna	inter	500__4800	8
TCF3	human-4V6X-28S	coding	rrna	inter	1100__2600	4
AUP1	human-4V6X-28S	coding	rrna	inter	600__2200	10
GYLTL1B	human-4V6X-28S	coding	rrna	inter	2100__2900	10
COX4I1	human-4V6X-28S	coding	rrna	inter	100__1400	17
GYS1	human-4V6X-28S	coding	rrna	inter	2400__4100	6
AURKAIP1	human-4V6X-28S	coding	rrna	inter	900__2100	15
H1FX	human-4V6X-28S	coding	rrna	inter	200__2800	6
H1FX	human-4V6X-28S	coding	rrna	inter	300__2100	18
H1FX	human-4V6X-28S	coding	rrna	inter	300__1400	9
H1FX	human-4V6X-28S	coding	rrna	inter	1300__200	30
H1FX	human-4V6X-28S	coding	rrna	inter	200__2900	24
H1FX	human-4V6X-28S	coding	rrna	inter	1400__400	36
AVPI1	human-4V6X-28S	coding	rrna	inter	1300__4500	4
H1FX	human-4V6X-28S	coding	rrna	inter	1300__3500	7
H1FX	human-4V6X-28S	coding	rrna	inter	1200__3500	13
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	2200__2800	114
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	1600__4600	34
H2AFJ	human-4V6X-28S	coding	rrna	inter	600__2200	9
PDE2A	human-4V6X-28S	coding	rrna	inter	2600__0	13
B2M	human-4V6X-28S	coding	rrna	inter	900__3800	12
B2M	human-4V6X-28S	coding	rrna	inter	600__3000	7
H2AFX	human-4V6X-28S	coding	rrna	inter	700__2100	5
PDHA1	human-4V6X-28S	coding	rrna	inter	100__3200	6
H2AFX	human-4V6X-28S	coding	rrna	inter	600__2100	8
H2AFX	human-4V6X-28S	coding	rrna	inter	1300__700	6
H2AFY	human-4V6X-28S	coding	rrna	inter	0__900	23
PDIA3	human-4V6X-28S	coding	rrna	inter	1900__3000	6
PDIA3	human-4V6X-28S	coding	rrna	inter	100__700	6
PDIA3	human-4V6X-28S	coding	rrna	inter	100__2900	12
B3GAT3	human-4V6X-28S	coding	rrna	inter	400__2900	6
PDIA3	human-4V6X-28S	coding	rrna	inter	100__4100	5
H3F3A	human-4V6X-28S	coding	rrna	inter	0__3500	9
PDIA3	human-4V6X-28S	coding	rrna	inter	0__2900	9
B4GALT1	human-4V6X-28S	coding	rrna	inter	3900__1100	13
B4GALT1	human-4V6X-28S	coding	rrna	inter	2900__4100	6
THRAP3	human-4V6X-28S	coding	rrna	inter	3000__3000	6
B4GALT3	human-4V6X-28S	coding	rrna	inter	1300__2600	14
H3F3A	human-4V6X-28S	coding	rrna	inter	600__3800	6
H3F3A	human-4V6X-28S	coding	rrna	inter	0__3400	17
H3F3B	human-4V6X-28S	coding	rrna	inter	1200__1700	5
H3F3B	human-4V6X-28S	coding	rrna	inter	1500__0	5
PDLIM7	human-4V6X-28S	coding	rrna	inter	1600__2100	5
PDLIM7	human-4V6X-28S	coding	rrna	inter	600__2900	6
PDLIM7	human-4V6X-28S	coding	rrna	inter	700__2900	54
PDLIM7	human-4V6X-28S	coding	rrna	inter	700__2800	10
BAD	human-4V6X-28S	coding	rrna	inter	1000__2300	16
PDLIM7	human-4V6X-28S	coding	rrna	inter	400__2900	6
BAD	human-4V6X-28S	coding	rrna	inter	800__2300	6
TIMM13	human-4V6X-28S	coding	rrna	inter	400__2200	8
BAG3	human-4V6X-28S	coding	rrna	inter	900__2900	4
HAX1	human-4V6X-28S	coding	rrna	inter	700__2900	10
BAG6	human-4V6X-28S	coding	rrna	inter	100__2900	4
HCFC1R1	human-4V6X-28S	coding	rrna	inter	600__2900	8
PEBP1	human-4V6X-28S	coding	rrna	inter	600__3900	7
BANF1	human-4V6X-28S	coding	rrna	inter	900__2100	5
TIMP2	human-4V6X-28S	coding	rrna	inter	3400__2200	17
TIMP2	human-4V6X-28S	coding	rrna	inter	900__2900	7
BAP1	human-4V6X-28S	coding	rrna	inter	1700__2200	5
TIMP2	human-4V6X-28S	coding	rrna	inter	2500__4000	4
BASP1	human-4V6X-28S	coding	rrna	inter	1000__400	7
BASP1	human-4V6X-28S	coding	rrna	inter	1100__2200	4
BASP1	human-4V6X-28S	coding	rrna	inter	800__2600	4
HDGF	human-4V6X-28S	coding	rrna	inter	700__3000	16
BASP1	human-4V6X-28S	coding	rrna	inter	1100__3000	8
BASP1	human-4V6X-28S	coding	rrna	inter	1300__2200	13
BASP1	human-4V6X-28S	coding	rrna	inter	600__3100	11
HDGF	human-4V6X-28S	coding	rrna	inter	900__3900	34
BASP1	human-4V6X-28S	coding	rrna	inter	1300__4400	6
BASP1	human-4V6X-28S	coding	rrna	inter	1500__2400	5
CRLF1	human-4V6X-28S	coding	rrna	inter	200__3100	5
HDGF	human-4V6X-28S	coding	rrna	inter	100__500	6
BASP1	human-4V6X-28S	coding	rrna	inter	600__400	10
BASP1	human-4V6X-28S	coding	rrna	inter	1200__0	12
BASP1	human-4V6X-28S	coding	rrna	inter	1200__4100	16
HDGF	human-4V6X-28S	coding	rrna	inter	500__1700	8
BASP1	human-4V6X-28S	coding	rrna	inter	300__900	9
BASP1	human-4V6X-28S	coding	rrna	inter	400__3000	12
CRTC3	human-4V6X-28S	coding	rrna	inter	4900__0	37
HDGF	human-4V6X-28S	coding	rrna	inter	1500__3000	6
HDGF	human-4V6X-28S	coding	rrna	inter	500__3000	7
HDLBP	human-4V6X-28S	coding	rrna	inter	3000__2200	7
BASP1	human-4V6X-28S	coding	rrna	inter	300__3000	13
BASP1	human-4V6X-28S	coding	rrna	inter	1000__3900	30
BBX	human-4V6X-28S	coding	rrna	inter	8300__500	4
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	3000__4200	34
HEXIM1	human-4V6X-28S	coding	rrna	inter	1200__3000	5
HGS	human-4V6X-28S	coding	rrna	inter	1900__3100	8
BCAR1	human-4V6X-28S	coding	rrna	inter	600__2900	4
PFN1	human-4V6X-28S	coding	rrna	inter	1100__2100	35
PFN1	human-4V6X-28S	coding	rrna	inter	1000__100	6
PFN1	human-4V6X-28S	coding	rrna	inter	500__3400	4
PFN1	human-4V6X-28S	coding	rrna	inter	500__3100	17
HIST1H1C	human-4V6X-28S	coding	rrna	inter	0__2100	11
PFN1	human-4V6X-28S	coding	rrna	inter	1100__3900	35
BCKDHA	human-4V6X-28S	coding	rrna	inter	900__900	4
PFN1	human-4V6X-28S	coding	rrna	inter	600__4000	13
CSTB	human-4V6X-28S	coding	rrna	inter	0__3100	6
PFN1	human-4V6X-28S	coding	rrna	inter	500__1200	11
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	700__1100	105
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	2600__3000	84
HLA-B	human-4V6X-28S	coding	rrna	inter	600__400	5
BCL7B	human-4V6X-28S	coding	rrna	inter	100__2100	9
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	1700__4000	101
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	800__3000	552
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	900__2600	4
PFN1	human-4V6X-28S	coding	rrna	inter	500__3500	4
BHLHE40	human-4V6X-28S	coding	rrna	inter	2000__400	8
PFN1	human-4V6X-28S	coding	rrna	inter	1100__4100	38
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	800__5000	8
HMG20B	human-4V6X-28S	coding	rrna	inter	900__400	11
CTNNB1	human-4V6X-28S	coding	rrna	inter	2900__3000	15
HMGA1	human-4V6X-28S	coding	rrna	inter	1700__2900	12
HMGA1	human-4V6X-28S	coding	rrna	inter	1000__3100	8
HMGA1	human-4V6X-28S	coding	rrna	inter	900__2100	34
HMGA1	human-4V6X-28S	coding	rrna	inter	500__800	5
HMGA1	human-4V6X-28S	coding	rrna	inter	1000__4000	8
HMGA1	human-4V6X-28S	coding	rrna	inter	1000__2900	5
PFN1	human-4V6X-28S	coding	rrna	inter	600__1200	11
HMGA1	human-4V6X-28S	coding	rrna	inter	400__2100	5
BOP1	human-4V6X-28S	coding	rrna	inter	1500__4700	8
HMGA1	human-4V6X-28S	coding	rrna	inter	800__2100	106
HMGA1	human-4V6X-28S	coding	rrna	inter	700__3000	7
HMGA1	human-4V6X-28S	coding	rrna	inter	800__2000	13
BRD7	human-4V6X-28S	coding	rrna	inter	900__3000	7
HMGA1	human-4V6X-28S	coding	rrna	inter	900__2900	6
HMGA1	human-4V6X-28S	coding	rrna	inter	1600__2900	6
CTSD	human-4V6X-28S	coding	rrna	inter	100__2100	44
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	200__1500	39
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	1700__2100	555
BRI3	human-4V6X-28S	coding	rrna	inter	200__3100	20
BRI3	human-4V6X-28S	coding	rrna	inter	200__800	5
BRI3	human-4V6X-28S	coding	rrna	inter	0__2100	7
BRI3	human-4V6X-28S	coding	rrna	inter	200__2100	355
BRI3	human-4V6X-28S	coding	rrna	inter	200__3400	8
BRK1	human-4V6X-28S	coding	rrna	inter	600__300	4
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	1000__2000	6
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	2300__3100	18
HMGA1	human-4V6X-28S	coding	rrna	inter	800__700	7
HMGA1	human-4V6X-28S	coding	rrna	inter	2100__2600	28
PGK1	human-4V6X-28S	coding	rrna	inter	1200__1600	7
BSG	human-4V6X-28S	coding	rrna	inter	1300__3100	7
CTXN1	human-4V6X-28S	coding	rrna	inter	1100__2100	6
PGK1	human-4V6X-28S	coding	rrna	inter	1500__4900	22
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	400__1500	5
BSG	human-4V6X-28S	coding	rrna	inter	1300__2100	65
BSG	human-4V6X-28S	coding	rrna	inter	1100__4700	5
BSG	human-4V6X-28S	coding	rrna	inter	1300__3500	26
BSG	human-4V6X-28S	coding	rrna	inter	1300__3200	72
HMGN2	human-4V6X-28S	coding	rrna	inter	100__2100	39
BSG	human-4V6X-28S	coding	rrna	inter	1300__3400	10
BSG	human-4V6X-28S	coding	rrna	inter	1900__2200	12
BST2	human-4V6X-28S	coding	rrna	inter	500__2900	43
BST2	human-4V6X-28S	coding	rrna	inter	900__1700	17
BST2	human-4V6X-28S	coding	rrna	inter	900__900	28
PGRMC2	human-4V6X-28S	coding	rrna	inter	1400__2700	8
BTBD2	human-4V6X-28S	coding	rrna	inter	1600__100	5
BTBD3	human-4V6X-28S	coding	rrna	inter	1000__2800	5
HMOX2	human-4V6X-28S	coding	rrna	inter	2000__0	6
HN1	human-4V6X-28S	coding	rrna	inter	1300__2900	82
CYBA	human-4V6X-28S	coding	rrna	inter	500__3100	38
BTF3	human-4V6X-28S	coding	rrna	inter	100__2900	4
CYC1	human-4V6X-28S	coding	rrna	inter	200__2200	20
TMEM59	human-4V6X-28S	coding	rrna	inter	1500__4300	5
HNRNPA0	human-4V6X-28S	coding	rrna	inter	1100__4900	5
HNRNPA0	human-4V6X-28S	coding	rrna	inter	1000__3000	4
HNRNPA0	human-4V6X-28S	coding	rrna	inter	1500__3000	9
HNRNPA0	human-4V6X-28S	coding	rrna	inter	1300__3900	17
HNRNPA0	human-4V6X-28S	coding	rrna	inter	0__2200	4
PHLDA2	human-4V6X-28S	coding	rrna	inter	0__2100	12
HNRNPA2B1	human-4V6X-28S	coding	rrna	inter	1100__1600	9
HNRNPA2B1	human-4V6X-28S	coding	rrna	inter	900__3000	10
HNRNPA2B1	human-4V6X-28S	coding	rrna	inter	1200__500	11
TMSB10	human-4V6X-28S	coding	rrna	inter	300__4800	291
HNRNPA2B1	human-4V6X-28S	coding	rrna	inter	1000__3000	13
C11orf31	human-4V6X-28S	coding	rrna	inter	600__700	5
C11orf31	human-4V6X-28S	coding	rrna	inter	400__3000	12
TMSB10	human-4V6X-28S	coding	rrna	inter	200__4100	5
C11orf49	human-4V6X-28S	coding	rrna	inter	1400__2900	9
TMSB10	human-4V6X-28S	coding	rrna	inter	300__4900	13
TMSB4X	human-4V6X-28S	coding	rrna	inter	400__3000	14
TMSB4X	human-4V6X-28S	coding	rrna	inter	300__4100	17
TMSB4X	human-4V6X-28S	coding	rrna	inter	300__2100	28
PIEZO1	human-4V6X-28S	coding	rrna	inter	4200__1900	8
PIEZO1	human-4V6X-28S	coding	rrna	inter	4100__1900	7
PIEZO1	human-4V6X-28S	coding	rrna	inter	5300__5000	7
C12orf57	human-4V6X-28S	coding	rrna	inter	200__0	10
HNRNPA3	human-4V6X-28S	coding	rrna	inter	100__2900	6
TMSB4X	human-4V6X-28S	coding	rrna	inter	0__2500	17
DAZAP1	human-4V6X-28S	coding	rrna	inter	100__3000	5
PIM1	human-4V6X-28S	coding	rrna	inter	100__4700	5
HNRNPC	human-4V6X-28S	coding	rrna	inter	1000__2200	8
C15orf61	human-4V6X-28S	coding	rrna	inter	100__2100	15
C15orf61	human-4V6X-28S	coding	rrna	inter	0__1400	14
PITX1	human-4V6X-28S	coding	rrna	inter	1300__4000	5
C16orf13	human-4V6X-28S	coding	rrna	inter	300__2200	7
HNRNPC	human-4V6X-28S	coding	rrna	inter	1300__2000	6
C16orf13	human-4V6X-28S	coding	rrna	inter	800__2900	5
HNRNPC	human-4V6X-28S	coding	rrna	inter	1000__500	5
HNRNPC	human-4V6X-28S	coding	rrna	inter	1000__3000	7
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	1700__3600	4
PITX1	human-4V6X-28S	coding	rrna	inter	1200__4000	11
HNRNPD	human-4V6X-28S	coding	rrna	inter	300__3000	13
PITX1	human-4V6X-28S	coding	rrna	inter	2200__4800	6
HNRNPD	human-4V6X-28S	coding	rrna	inter	300__2200	13
C17orf96	human-4V6X-28S	coding	rrna	inter	1000__3100	6
HNRNPD	human-4V6X-28S	coding	rrna	inter	400__2200	8
C19orf24	human-4V6X-28S	coding	rrna	inter	100__3200	10
HNRNPD	human-4V6X-28S	coding	rrna	inter	0__4900	4
C19orf43	human-4V6X-28S	coding	rrna	inter	300__3200	42
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	2500__2700	66
HNRNPDL	human-4V6X-28S	coding	rrna	inter	800__800	35
HNRNPDL	human-4V6X-28S	coding	rrna	inter	0__800	7
C19orf53	human-4V6X-28S	coding	rrna	inter	500__3800	9
C19orf53	human-4V6X-28S	coding	rrna	inter	500__3900	6
C19orf53	human-4V6X-28S	coding	rrna	inter	500__700	13
C19orf53	human-4V6X-28S	coding	rrna	inter	500__1600	27
HNRNPH1	human-4V6X-28S	coding	rrna	inter	1500__2200	5
C19orf53	human-4V6X-28S	coding	rrna	inter	500__2900	10
DDIT4	human-4V6X-28S	coding	rrna	inter	300__2200	4
HNRNPK	human-4V6X-28S	coding	rrna	inter	1800__3000	7
DDX41	human-4V6X-28S	coding	rrna	inter	1700__900	6
PKM	human-4V6X-28S	coding	rrna	inter	2200__3100	11
TOB1	human-4V6X-28S	coding	rrna	inter	200__2100	5
HNRNPK	human-4V6X-28S	coding	rrna	inter	1800__2200	9
C1orf131	human-4V6X-28S	coding	rrna	inter	900__2200	4
HNRNPL	human-4V6X-28S	coding	rrna	inter	1200__3900	13
DEGS1	human-4V6X-28S	coding	rrna	inter	0__800	4
C1orf43	human-4V6X-28S	coding	rrna	inter	1200__2100	5
PKM	human-4V6X-28S	coding	rrna	inter	2300__3800	41
C1orf53	human-4V6X-28S	coding	rrna	inter	100__2100	4
C1QBP	human-4V6X-28S	coding	rrna	inter	100__2100	15
HNRNPM	human-4V6X-28S	coding	rrna	inter	100__3000	4
DGKZ	human-4V6X-28S	coding	rrna	inter	4000__2200	4
C1QBP	human-4V6X-28S	coding	rrna	inter	100__3500	10
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	3900__4500	11
C1QTNF6	human-4V6X-28S	coding	rrna	inter	2800__2900	7
C20orf24	human-4V6X-28S	coding	rrna	inter	200__3000	4
C20orf27	human-4V6X-28S	coding	rrna	inter	1200__4000	10
PKM	human-4V6X-28S	coding	rrna	inter	2700__700	7
HNRNPU	human-4V6X-28S	coding	rrna	inter	100__2100	11
HNRNPU	human-4V6X-28S	coding	rrna	inter	800__3500	7
PKM	human-4V6X-28S	coding	rrna	inter	2400__700	9
HNRNPU	human-4V6X-28S	coding	rrna	inter	800__2200	8
HNRNPU	human-4V6X-28S	coding	rrna	inter	100__3400	5
human-4V6X-28S	human-4V6X-28S	rrna	rrna	intra	1200__2900	17
C4orf48	human-4V6X-28S	coding	rrna	inter	200__2300	22
RPL28	human-4V6X-28S	coding	rrna	inter	0__2100	27
HUWE1	human-4V6X-28S	coding	rrna	inter	13500__900	8
HNRNPUL1	human-4V6X-28S	coding	rrna	inter	2000__2200	6
HNRNPUL1	human-4V6X-28S	coding	rrna	inter	2400__2900	5
HNRNPUL1	human-4V6X-28S	coding	rrna	inter	0__3200	11
HNRNPUL1	human-4V6X-28S	coding	rrna	inter	2000__800	5
C7orf50	human-4V6X-28S	coding	rrna	inter	300__3000	4
HNRNPUL1	human-4V6X-28S	coding	rrna	inter	0__700	7
C8orf33	human-4V6X-28S	coding	rrna	inter	100__2900	4
C8orf4	human-4V6X-28S	coding	rrna	inter	800__3000	7
HOMER3	human-4V6X-28S	coding	rrna	inter	1000__2200	7
TPGS2	human-4V6X-28S	coding	rrna	inter	1000__2300	13
C8orf82	human-4V6X-28S	coding	rrna	inter	700__200	12
C9orf142	human-4V6X-28S	coding	rrna	inter	0__3100	73
PLCB3	human-4V6X-28S	coding	rrna	inter	2800__3100	4
C9orf142	human-4V6X-28S	coding	rrna	inter	0__2100	5
C9orf69	human-4V6X-28S	coding	rrna	inter	200__2900	8
C9orf69	human-4V6X-28S	coding	rrna	inter	1300__2900	7
PLCD3	human-4V6X-28S	coding	rrna	inter	1100__900	8
TPI1	human-4V6X-28S	coding	rrna	inter	1100__4300	12
PLCD3	human-4V6X-28S	coding	rrna	inter	200__2100	4
CACNB3	human-4V6X-28S	coding	rrna	inter	1600__2700	5
DNER	human-4V6X-28S	coding	rrna	inter	100__800	28
CACYBP	human-4V6X-28S	coding	rrna	inter	300__2700	4
DNM1	human-4V6X-28S	coding	rrna	inter	3000__3000	9
CALM1	human-4V6X-28S	coding	rrna	inter	200__2100	4
PLEC	human-4V6X-28S	coding	rrna	inter	2600__2300	4
PLEC	human-4V6X-28S	coding	rrna	inter	9600__2200	7
CALM2	human-4V6X-28S	coding	rrna	inter	4000__2800	6
PLEC	human-4V6X-28S	coding	rrna	inter	14500__2900	6
IFITM3	human-4V6X-28S	coding	rrna	inter	500__4100	10
hsnrna-RNU1-1	human-4V6X-28S	snrna	rrna	inter	0__2800	83
CALM3	human-4V6X-28S	coding	rrna	inter	600__700	5
hsnrna-RNU1-1	human-4V6X-28S	snrna	rrna	inter	100__1700	9
CALR	human-4V6X-28S	coding	rrna	inter	800__700	10
CALR	human-4V6X-28S	coding	rrna	inter	1200__700	11
hsnrna-RNU1-1	human-4V6X-28S	snrna	rrna	inter	100__2400	11
CALR	human-4V6X-28S	coding	rrna	inter	1500__4100	5
hsnrna-RNU1-1	human-4V6X-28S	snrna	rrna	inter	100__4600	9
CALR	human-4V6X-28S	coding	rrna	inter	0__2000	8
CALR	human-4V6X-28S	coding	rrna	inter	100__3200	6
hsnrna-RNU1-1	human-4V6X-28S	snrna	rrna	inter	100__3000	6
hsnrna-RNU1-1	human-4V6X-28S	snrna	rrna	inter	0__1500	5
CALR	human-4V6X-28S	coding	rrna	inter	400__4900	7
IGFBP3	human-4V6X-28S	coding	rrna	inter	100__2900	6
CALR	human-4V6X-28S	coding	rrna	inter	100__800	4
CALR	human-4V6X-28S	coding	rrna	inter	0__3100	10
CALR	human-4V6X-28S	coding	rrna	inter	1500__3600	9
TPM4	human-4V6X-28S	coding	rrna	inter	200__700	5
TPM4	human-4V6X-28S	coding	rrna	inter	600__3000	13
CALR	human-4V6X-28S	coding	rrna	inter	1100__3000	8
CALR	human-4V6X-28S	coding	rrna	inter	1200__2200	10
CALR	human-4V6X-28S	coding	rrna	inter	0__900	21
CALR	human-4V6X-28S	coding	rrna	inter	0__2100	195
PMPCA	human-4V6X-28S	coding	rrna	inter	800__2200	4
CALR	human-4V6X-28S	coding	rrna	inter	0__800	19
CALR	human-4V6X-28S	coding	rrna	inter	1200__3000	12
CALR	human-4V6X-28S	coding	rrna	inter	1200__500	5
HSP90AB1	human-4V6X-28S	coding	rrna	inter	1600__3500	7
TPM4	human-4V6X-28S	coding	rrna	inter	1400__4900	9
HSP90AB1	human-4V6X-28S	coding	rrna	inter	2100__2700	4
HSP90AB1	human-4V6X-28S	coding	rrna	inter	1600__2100	36
HSP90AB1	human-4V6X-28S	coding	rrna	inter	1600__800	21
IGFBP7	human-4V6X-28S	coding	rrna	inter	200__900	13
HSP90AB1	human-4V6X-28S	coding	rrna	inter	900__3000	4
TPM4	human-4V6X-28S	coding	rrna	inter	1400__2200	31
HSP90AB1	human-4V6X-28S	coding	rrna	inter	1500__2100	36
